method,method_short,scene,mode,run,partial,iteration_offset,iteration,total_iterations,images_seen,stage,training_time_s,wall_time_s,benchmark_overhead_s,psnr,ssim,lpips,eval_l1_loss,eval_photometric_loss,eval_loss,num_gaussians,train_batch_loss,eval_duration_s
4DGS native-4D (fudan-zvg),4DGS-fudan,mutant,target_eval_loss,mutant_loss0p003106,False,0,3736,3736,29888,single_stage,1056.2810170650482,1286.9262399673462,230.64522290229797,35.841135597229005,0.9810344606637955,0.024345452338457106,0.003298329783137888,0.006431771693751208,0.003298329783137888,94189,0.0006554730935022235,3.9459941387176514
4DGS native-4D (fudan-zvg),4DGS-fudan,mutant,target_eval_loss,mutant_loss0p003106,False,0,3851,3851,30808,single_stage,1086.4976644515991,1321.5340058803558,235.0363414287567,35.839621257781985,0.981020274758339,0.024146999605000018,0.0033012924483045935,0.006436979006975881,0.0033012924483045935,96226,0.00044549466110765934,3.990650177001953
4DGS native-4D (fudan-zvg),4DGS-fudan,mutant,target_eval_loss,mutant_loss0p003106,False,0,3966,3966,31728,single_stage,1116.5138685703278,1355.553479194641,239.03961062431335,35.91780452728271,0.9813618898391724,0.023684713616967203,0.003255560132674873,0.006332070138305421,0.003255560132674873,98278,0.00041960313683375716,3.9278676509857178
4DGS native-4D (fudan-zvg),4DGS-fudan,mutant,target_eval_loss,mutant_loss0p003106,False,0,4080,4080,32640,single_stage,1146.6466176509857,1390.0869493484497,243.440331697464,36.11591548919678,0.9818605422973633,0.023232750315219163,0.0031949801603332164,0.006183875668793913,0.0031949801603332164,100188,0.0004427526437211782,3.982858896255493
4DGS native-4D (fudan-zvg),4DGS-fudan,mutant,target_eval_loss,mutant_loss0p003106,False,0,4194,4194,33552,single_stage,1176.8254573345184,1426.3563838005066,249.53092646598816,36.15089435577393,0.9820159286260605,0.023049423983320595,0.00318186113727279,0.006142303184606139,0.00318186113727279,102056,0.0004468837578315288,3.9522359371185303
4DGS native-4D (fudan-zvg),4DGS-fudan,mutant,target_eval_loss,mutant_loss0p003106,False,0,4307,4307,34456,single_stage,1206.9200775623322,1460.882264137268,253.9621865749359,36.087170124053955,0.9819030493497849,0.02288381475955248,0.0031966961571015416,0.006176747055724255,0.0031966961571015416,105594,0.00036265552625991404,4.048675060272217
4DGS native-4D (fudan-zvg),4DGS-fudan,mutant,target_eval_loss,mutant_loss0p003106,False,0,4419,4419,35352,single_stage,1236.9335441589355,1494.9629096984863,258.0293655395508,36.195212268829344,0.9821557760238647,0.0226050172932446,0.0031625284056644885,0.006098867519758647,0.0031625284056644885,107303,0.0005974741070531309,3.940981864929199
4DGS native-4D (fudan-zvg),4DGS-fudan,mutant,target_eval_loss,mutant_loss0p003106,False,0,4531,4531,36248,single_stage,1267.0976791381836,1529.5752308368683,262.4775516986847,36.28375959396362,0.9822722285985946,0.022379748802632094,0.003157595853554085,0.00607163096312434,0.003157595853554085,108921,0.00046770396875217557,3.9592370986938477
4DGS native-4D (fudan-zvg),4DGS-fudan,mutant,target_eval_loss,mutant_loss0p003106,False,0,4641,4641,37128,single_stage,1297.1460638046265,1564.213751077652,267.0676872730255,36.393831443786624,0.9825399398803711,0.022115077637135983,0.0031190766603685915,0.005987273352220646,0.0031190766603685915,110462,0.0005422542453743517,3.9679136276245117
4DGS native-4D (fudan-zvg),4DGS-fudan,mutant,target_eval_loss,mutant_loss0p003106,False,0,4752,4752,38016,single_stage,1327.2150526046753,1598.7457580566406,271.53070545196533,36.41212062835693,0.9825941652059555,0.022030278109014034,0.0031198370736092327,0.005977036617696277,0.0031198370736092327,112044,0.0006660796934738755,3.9637725353240967
4DGS native-4D (fudan-zvg),4DGS-fudan,mutant,target_eval_loss,mutant_loss0p003106,False,0,4862,4862,38896,single_stage,1357.2203915119171,1633.377955198288,276.15756368637085,36.38700799942016,0.9826888591051102,0.021655798330903052,0.003109051310457289,0.005949469227343798,0.003109051310457289,113523,0.0003676981432363391,3.9855175018310547
4DGS native-4D (fudan-zvg),4DGS-fudan,mutant,target_eval_loss,mutant_loss0p003106,False,0,4974,4974,39792,single_stage,1387.4440190792084,1667.6078650951385,280.1638460159302,36.41103067398071,0.9825620353221893,0.021698922850191593,0.0031161563005298377,0.005980517975986005,0.0031161563005298377,114967,0.00034814863465726376,3.962671995162964
4DGS native-4D (fudan-zvg),4DGS-fudan,mutant,target_eval_loss,mutant_loss0p003106,False,0,5083,5083,40664,single_stage,1417.6843492984772,1701.8248670101166,284.1405177116394,36.44169969558716,0.9827915906906128,0.021439136238768697,0.0030909855966456236,0.005914470339193931,0.0030909855966456236,116419,0.0004665232263505459,4.024685859680176
4DGS native-4D (fudan-zvg),4DGS-fudan,mutant,target_eval_loss,mutant_loss0p003106,False,0,5191,5191,41528,single_stage,1447.8093192577362,1736.5197594165802,288.710440158844,36.58916454315185,0.983137634396553,0.021076340321451427,0.003056271222885698,0.00581749009899796,0.003056271222885698,117815,0.0004007822135463357,3.9793624877929688
4DGS native-4D (fudan-zvg),4DGS-fudan,standup,iterations,standup_iters30000,False,0,2,2,16,single_stage,8.106231689453125e-06,8.106231689453125e-06,0.0,6.46325192451477,0.052512957528233525,0.1726716861128807,0.4641756474971771,0.5608379264920951,0.4641756474971771,300000,0.07017988711595535,13.31799840927124
4DGS native-4D (fudan-zvg),4DGS-fudan,standup,iterations,standup_iters30000,False,0,1000,1000,8000,single_stage,381.27311086654663,395.2165615558624,13.943450689315796,32.83236103057861,0.9699609130620956,0.04620230738073587,0.004176293825730681,0.009348852448165417,0.004176293825730681,13182,0.0010350652737542987,4.062750577926636
4DGS native-4D (fudan-zvg),4DGS-fudan,standup,iterations,standup_iters30000,False,0,2000,2000,16000,single_stage,616.9190168380737,635.0173871517181,18.09837031364441,35.55236158370972,0.9799608528614044,0.029797367472201585,0.0028758374333847313,0.006308499374426897,0.0028758374333847313,37371,0.0007402751361951232,4.059712648391724
4DGS native-4D (fudan-zvg),4DGS-fudan,standup,iterations,standup_iters30000,False,0,3000,3000,24000,single_stage,859.458991765976,881.8243238925934,22.36533212661743,36.81186466217041,0.983676278591156,0.02385324998758733,0.002403228369075805,0.005187326977029439,0.002403228369075805,62576,0.00038040452636778355,4.0904271602630615
4DGS native-4D (fudan-zvg),4DGS-fudan,standup,iterations,standup_iters30000,False,0,4000,4000,32000,single_stage,1109.375602722168,1136.1005268096924,26.724924087524414,37.33803262710571,0.9850361734628678,0.02088767825625837,0.0022380128619261088,0.0047831755969673356,0.0022380128619261088,83362,0.0003623932134360075,4.066612482070923
4DGS native-4D (fudan-zvg),4DGS-fudan,standup,iterations,standup_iters30000,False,0,5000,5000,40000,single_stage,1368.4397039413452,1399.5713987350464,31.131694793701172,37.924276733398436,0.9859835922718048,0.0187930166721344,0.0021173022571019827,0.004497123351320634,0.0021173022571019827,103984,0.00037757866084575653,4.0712549686431885
4DGS native-4D (fudan-zvg),4DGS-fudan,standup,iterations,standup_iters30000,False,0,6000,6000,48000,single_stage,1634.9736840724945,1670.6108248233795,35.63714075088501,38.145199394226076,0.9862615972757339,0.017695100465789437,0.0020866739738266914,0.004417019723914568,0.0020866739738266914,122290,0.00017583230510354042,4.070613145828247
4DGS native-4D (fudan-zvg),4DGS-fudan,standup,iterations,standup_iters30000,False,0,7000,7000,56000,single_stage,1911.8381502628326,1952.0511145591736,40.21296429634094,38.32320003509521,0.9863893657922744,0.01703754938207567,0.002066246879985556,0.004375124345533559,0.002066246879985556,135098,0.00013269780902191997,4.112331390380859
4DGS native-4D (fudan-zvg),4DGS-fudan,standup,iterations,standup_iters30000,False,0,8000,8000,64000,single_stage,2195.4662294387817,2240.584153175354,45.117923736572266,38.17534761428833,0.9860845029354095,0.01670961924828589,0.0020957040833309293,0.004459662679582843,0.0020957040833309293,150286,0.00026727543445304036,4.0866618156433105
4DGS native-4D (fudan-zvg),4DGS-fudan,standup,iterations,standup_iters30000,False,0,9000,9000,72000,single_stage,2483.373519182205,2532.5904331207275,49.21691393852234,38.325132083892825,0.9862312048673629,0.016280845948494972,0.0020789107627933847,0.004416887636762122,0.0020789107627933847,164059,0.0001160918254754506,4.089026689529419
4DGS native-4D (fudan-zvg),4DGS-fudan,standup,iterations,standup_iters30000,False,0,10000,10000,80000,single_stage,2777.4851763248444,2831.5237119197845,54.038535594940186,38.46521148681641,0.9863104164600373,0.01602934489492327,0.0020651724655181168,0.004390054680407043,0.0020651724655181168,171695,0.00014805304817855358,4.080605745315552
4DGS native-4D (fudan-zvg),4DGS-fudan,standup,iterations,standup_iters30000,False,0,11000,11000,88000,single_stage,3077.0904824733734,3136.3923189640045,59.3018364906311,38.40203046798706,0.9861299216747283,0.015865131840109827,0.0020832486625295132,0.004440614595077941,0.0020832486625295132,183889,0.0001043036681949161,4.098548412322998
4DGS native-4D (fudan-zvg),4DGS-fudan,standup,iterations,standup_iters30000,False,0,12000,12000,96000,single_stage,3379.802970647812,3443.2264795303345,63.42350888252258,38.322950172424314,0.9859910130500793,0.015899538970552386,0.002094794178265147,0.004477632732596258,0.002094794178265147,195410,0.0002289111289428547,4.100198030471802
4DGS native-4D (fudan-zvg),4DGS-fudan,standup,iterations,standup_iters30000,False,0,13000,13000,104000,single_stage,3685.914892435074,3753.452026605606,67.53713417053223,38.33051156997681,0.9860000103712082,0.015629248577170074,0.0020954887790139765,0.004476388948969539,0.0020954887790139765,198942,0.00017836785991676152,4.150265455245972
4DGS native-4D (fudan-zvg),4DGS-fudan,standup,iterations,standup_iters30000,False,0,14000,14000,112000,single_stage,3996.97460436821,4068.676119327545,71.70151495933533,38.26264505386352,0.9858780026435852,0.015616204217076301,0.002105561544885859,0.004508848707191655,0.002105561544885859,209328,9.418788249604404e-05,4.119774103164673
4DGS native-4D (fudan-zvg),4DGS-fudan,standup,iterations,standup_iters30000,False,0,15000,15000,120000,single_stage,4308.961819410324,4384.796271562576,75.8344521522522,38.12936859130859,0.985633784532547,0.0156874866457656,0.002128040307434276,0.004575675339438017,0.002128040307434276,219169,0.00014992308570072055,4.161194801330566
4DGS native-4D (fudan-zvg),4DGS-fudan,standup,iterations,standup_iters30000,False,0,16000,16000,128000,single_stage,4621.17765378952,4701.196044445038,80.01839065551758,38.09287700653076,0.9856003940105438,0.015642320667393506,0.002131309005199,0.004584968402050445,0.002131309005199,219169,0.00016986913396976888,4.100844383239746
4DGS native-4D (fudan-zvg),4DGS-fudan,standup,iterations,standup_iters30000,False,0,17000,17000,136000,single_stage,4933.301952362061,5017.435460805893,84.1335084438324,38.072767066955564,0.9854427665472031,0.0156744250562042,0.002144469931954518,0.004627022636122998,0.002144469931954518,219169,8.635970880277455e-05,4.10518479347229
4DGS native-4D (fudan-zvg),4DGS-fudan,standup,iterations,standup_iters30000,False,0,18000,18000,144000,single_stage,5243.03364610672,5331.285696029663,88.25204992294312,37.96588869094849,0.9852348685264587,0.01578631727024913,0.0021656678232830017,0.004685560553334663,0.0021656678232830017,219169,5.7928638852899894e-05,4.089186429977417
4DGS native-4D (fudan-zvg),4DGS-fudan,standup,iterations,standup_iters30000,False,0,19000,19000,152000,single_stage,5551.531368017197,5643.885587215424,92.35421919822693,37.926905918121335,0.9851242452859879,0.01584971558768302,0.002173960060463287,0.004714318991173059,0.002173960060463287,219169,0.00015459689893759787,4.115698575973511
4DGS native-4D (fudan-zvg),4DGS-fudan,standup,iterations,standup_iters30000,False,0,20000,20000,160000,single_stage,5857.604936599731,5954.090010404587,96.48507380485535,37.902250099182126,0.9849793314933777,0.01597573352046311,0.0021865329443244265,0.0047533600567840045,0.0021865329443244265,219169,0.00012269336730241776,4.073326587677002
4DGS native-4D (fudan-zvg),4DGS-fudan,standup,iterations,standup_iters30000,False,0,21000,21000,168000,single_stage,6163.050194978714,6263.621225833893,100.57103085517883,37.814179515838624,0.9848669558763504,0.01609458865132183,0.0021996097610099243,0.004786296633537855,0.0021996097610099243,219169,0.00012342495028860867,4.087191104888916
4DGS native-4D (fudan-zvg),4DGS-fudan,standup,iterations,standup_iters30000,False,0,22000,22000,176000,single_stage,6468.471166849136,6573.142627954483,104.67146110534668,37.803680419921875,0.9847767949104309,0.016019842168316246,0.002204035629983991,0.004807869521901011,0.002204035629983991,219169,0.00012924651673529297,4.11079478263855
4DGS native-4D (fudan-zvg),4DGS-fudan,standup,iterations,standup_iters30000,False,0,23000,23000,184000,single_stage,6774.242879629135,6883.045759439468,108.80287981033325,37.85047845840454,0.98466377556324,0.016107186721637846,0.002211470392649062,0.004836421201471244,0.002211470392649062,219169,0.0001787580840755254,4.09347939491272
4DGS native-4D (fudan-zvg),4DGS-fudan,standup,iterations,standup_iters30000,False,0,24000,24000,192000,single_stage,7078.606785774231,7191.524113416672,112.9173276424408,37.84825639724731,0.9845578283071518,0.016206763172522187,0.002218739615636878,0.004863426031079148,0.002218739615636878,219169,0.0001698024570941925,4.10107159614563
4DGS native-4D (fudan-zvg),4DGS-fudan,standup,iterations,standup_iters30000,False,0,25000,25000,200000,single_stage,7383.0579426288605,7500.090137958527,117.03219532966614,37.79934253692627,0.9844371140003204,0.016217429749667646,0.0022318844450637696,0.004898084755986933,0.0022318844450637696,219169,0.00014579217531718314,4.09641170501709
4DGS native-4D (fudan-zvg),4DGS-fudan,standup,iterations,standup_iters30000,False,0,26000,26000,208000,single_stage,7686.313417673111,7807.460510969162,121.14709329605103,37.812723064422606,0.9843737185001373,0.016305794194340705,0.0022346769605064765,0.004912997868377716,0.0022346769605064765,219169,0.00012023377348668873,4.098367691040039
4DGS native-4D (fudan-zvg),4DGS-fudan,standup,iterations,standup_iters30000,False,0,27000,27000,216000,single_stage,7988.798659324646,8114.062449455261,125.26379013061523,37.695656871795656,0.9842560678720474,0.016345845302566886,0.00224698006932158,0.004946370481047775,0.00224698006932158,219169,0.00015025433094706386,4.082858562469482
4DGS native-4D (fudan-zvg),4DGS-fudan,standup,iterations,standup_iters30000,False,0,28000,28000,224000,single_stage,8290.978025436401,8420.337780475616,129.3597550392151,37.665548706054686,0.9841264575719834,0.016429234715178608,0.002260766050312668,0.004983321325853463,0.002260766050312668,219169,0.00014091460616327822,4.067995071411133
4DGS native-4D (fudan-zvg),4DGS-fudan,standup,iterations,standup_iters30000,False,0,29000,29000,232000,single_stage,8592.434034585953,8725.876160144806,133.44212555885315,37.62596664428711,0.9840756446123123,0.016491109784692527,0.0022677246714010836,0.0049990508146583994,0.0022677246714010836,219169,9.241627412848175e-05,4.103929042816162
4DGS native-4D (fudan-zvg),4DGS-fudan,standup,iterations,standup_iters30000,False,0,30000,30000,240000,single_stage,8895.630875110626,9033.190517425537,137.5596423149109,37.61511039733887,0.9839942395687103,0.016511994297616184,0.002274265344021842,0.005020564361475403,0.002274265344021842,219169,0.00011371177970431745,4.1317291259765625
4DGS native-4D (fudan-zvg),4DGS-fudan,standup,target_eval_loss,standup_loss0p002168,False,0,2,2,16,single_stage,6.67572021484375e-06,6.67572021484375e-06,0.0,6.46325192451477,0.052512957528233525,0.1726716861128807,0.4641756474971771,0.5608379264920951,0.4641756474971771,300000,0.07017988711595535,8.219131231307983
4DGS native-4D (fudan-zvg),4DGS-fudan,standup,target_eval_loss,standup_loss0p002168,False,0,18,18,144,single_stage,30.16134285926819,38.848554849624634,8.687211990356445,6.872455191612244,0.055785574950277805,0.18759971857070923,0.44120582938194275,0.5418075485154987,0.44120582938194275,300000,0.06739794462919235,4.612557888031006
4DGS native-4D (fudan-zvg),4DGS-fudan,standup,target_eval_loss,standup_loss0p002168,False,0,42,42,336,single_stage,60.29734802246094,75.60177540779114,15.3044273853302,12.927942371368408,0.06921734809875488,0.500822001695633,0.2085836686193943,0.3530234652757645,0.2085836686193943,300000,0.04055580124258995,4.4194676876068115
4DGS native-4D (fudan-zvg),4DGS-fudan,standup,target_eval_loss,standup_loss0p002168,False,0,106,106,848,single_stage,90.65798735618591,117.15412998199463,26.496142625808716,23.726599788665773,0.9339298844337464,0.09777637086808681,0.014865417219698428,0.025106356889009473,0.014865417219698428,300000,0.003097116481512785,4.289425611495972
4DGS native-4D (fudan-zvg),4DGS-fudan,standup,target_eval_loss,standup_loss0p002168,False,0,180,180,1440,single_stage,121.03712010383606,154.56405305862427,33.52693295478821,25.472464656829835,0.9421089500188827,0.08870721533894539,0.012197200022637845,0.02133597001433373,0.012197200022637845,300000,0.0027395752258598804,4.17961573600769
4DGS native-4D (fudan-zvg),4DGS-fudan,standup,target_eval_loss,standup_loss0p002168,False,0,253,253,2024,single_stage,151.06624460220337,190.8274209499359,39.761176347732544,26.755448627471925,0.9470710635185242,0.0810273626819253,0.010451192501932383,0.018946741297841064,0.010451192501932383,300000,0.0017896083882078528,4.226133823394775
4DGS native-4D (fudan-zvg),4DGS-fudan,standup,target_eval_loss,standup_loss0p002168,False,0,327,327,2616,single_stage,181.39338850975037,227.39309906959534,45.99971055984497,27.681940460205077,0.9503542244434356,0.075336723215878,0.00916830156929791,0.017263796366751197,0.00916830156929791,300000,0.0030958643183112144,4.206433534622192
4DGS native-4D (fudan-zvg),4DGS-fudan,standup,target_eval_loss,standup_loss0p002168,False,0,401,401,3208,single_stage,211.50789070129395,268.87802267074585,57.370131969451904,28.34905891418457,0.9526716411113739,0.07146331574767828,0.00831962216179818,0.01612136950716376,0.00831962216179818,300000,0.0010942985536530614,4.22050929069519
4DGS native-4D (fudan-zvg),4DGS-fudan,standup,target_eval_loss,standup_loss0p002168,False,0,475,475,3800,single_stage,241.80424213409424,305.44097924232483,63.63673710823059,28.91743173599243,0.9544293999671936,0.06850976124405861,0.007637100270949304,0.01522380022332073,0.007637100270949304,300000,0.002177041955292225,4.23214054107666
4DGS native-4D (fudan-zvg),4DGS-fudan,standup,target_eval_loss,standup_loss0p002168,False,0,549,549,4392,single_stage,271.8601748943329,341.7296998500824,69.86952495574951,29.39489221572876,0.9560042172670364,0.06596189755946398,0.007008062768727541,0.014405606761574746,0.007008062768727541,300000,0.0016482926439493895,4.207361936569214
4DGS native-4D (fudan-zvg),4DGS-fudan,standup,target_eval_loss,standup_loss0p002168,False,0,644,644,5152,single_stage,302.0266766548157,387.73915672302246,85.71248006820679,30.249625968933106,0.9592562526464462,0.06148577779531479,0.006155916978605092,0.013073483053594834,0.006155916978605092,8412,0.0016912056598812342,4.0477025508880615
4DGS native-4D (fudan-zvg),4DGS-fudan,standup,target_eval_loss,standup_loss0p002168,False,0,786,786,6288,single_stage,332.1165726184845,422.06214141845703,89.94556879997253,31.554037666320802,0.9644898802042008,0.05443977564573288,0.005029178841505199,0.011125367032364001,0.005029178841505199,9745,0.0013732610968872905,3.915804624557495
4DGS native-4D (fudan-zvg),4DGS-fudan,standup,target_eval_loss,standup_loss0p002168,False,0,918,918,7344,single_stage,362.29482555389404,456.2149381637573,93.92011260986328,32.39244546890259,0.9680879950523377,0.04879074096679688,0.004472391225863248,0.009960313970223065,0.004472391225863248,13217,0.0011346843093633652,3.9408671855926514
4DGS native-4D (fudan-zvg),4DGS-fudan,standup,target_eval_loss,standup_loss0p002168,False,0,1047,1047,8376,single_stage,392.5035376548767,490.4546551704407,97.95111751556396,33.26931896209717,0.9714064806699753,0.044414971955120564,0.0039514704258181155,0.008879880206659441,0.0039514704258181155,15297,0.0007092466112226248,3.9833157062530518
4DGS native-4D (fudan-zvg),4DGS-fudan,standup,target_eval_loss,standup_loss0p002168,False,0,1175,1175,9400,single_stage,422.5480525493622,524.5555577278137,102.00750517845154,33.720634651184085,0.9733084082603455,0.04093357473611832,0.003686679876409471,0.008287662249058482,0.003686679876409471,17499,0.0010451582493260503,3.94281268119812
4DGS native-4D (fudan-zvg),4DGS-fudan,standup,target_eval_loss,standup_loss0p002168,False,0,1303,1303,10424,single_stage,452.76774501800537,558.8013517856598,106.03360676765442,33.71900959014893,0.9742276281118393,0.03858431270346045,0.003675694519188255,0.00809502999298275,0.003675694519188255,22251,0.0011010877788066864,3.937187910079956
4DGS native-4D (fudan-zvg),4DGS-fudan,standup,target_eval_loss,standup_loss0p002168,False,0,1431,1431,11448,single_stage,483.02287554740906,593.0118253231049,109.9889497756958,34.5296088218689,0.976152989268303,0.03629650287330151,0.003324057417921722,0.007428648080676786,0.003324057417921722,24665,0.0007766340859234333,3.994267702102661
4DGS native-4D (fudan-zvg),4DGS-fudan,standup,target_eval_loss,standup_loss0p002168,False,0,1558,1558,12464,single_stage,513.0692348480225,627.16756772995,114.09833288192749,34.944471740722655,0.9774862110614777,0.03428757358342409,0.0031604988034814596,0.007031156830489627,0.0031604988034814596,27147,0.0008877383079379797,3.9358882904052734
4DGS native-4D (fudan-zvg),4DGS-fudan,standup,target_eval_loss,standup_loss0p002168,False,0,1683,1683,13464,single_stage,543.1633236408234,661.3130676746368,118.14974403381348,35.228671836853025,0.9784315139055252,0.03257664665579796,0.0030436576809734104,0.0067486233636736915,0.0030436576809734104,29717,0.0007580569945275784,3.9696457386016846
4DGS native-4D (fudan-zvg),4DGS-fudan,standup,target_eval_loss,standup_loss0p002168,False,0,1807,1807,14456,single_stage,573.177670955658,695.4819757938385,122.30430483818054,34.942618179321286,0.9784449815750123,0.03171087512746453,0.003090345929376781,0.006783280428498975,0.003090345929376781,34774,0.0007282955339178443,3.9866511821746826
4DGS native-4D (fudan-zvg),4DGS-fudan,standup,target_eval_loss,standup_loss0p002168,False,0,1932,1932,15456,single_stage,603.3663876056671,729.6729831695557,126.30659556388855,35.54312791824341,0.9795766204595566,0.03035301249474287,0.0029198707547038794,0.006420572511851779,0.0029198707547038794,37304,0.0005298772593960166,3.9422309398651123
4DGS native-4D (fudan-zvg),4DGS-fudan,standup,target_eval_loss,standup_loss0p002168,False,0,2058,2058,16464,single_stage,633.5638542175293,763.976105928421,130.41225171089172,35.71999921798706,0.9803964376449585,0.02922671623528004,0.0027890923840459434,0.006151986378245046,0.0027890923840459434,39891,0.00034578610211610794,3.987114906311035
4DGS native-4D (fudan-zvg),4DGS-fudan,standup,target_eval_loss,standup_loss0p002168,False,0,2182,2182,17456,single_stage,663.8593490123749,798.4870693683624,134.62772035598755,36.076376056671144,0.9810696423053742,0.02810904532670975,0.0026864252460654823,0.0059352117357775475,0.0026864252460654823,42462,0.0006419903947971761,3.9763925075531006
4DGS native-4D (fudan-zvg),4DGS-fudan,standup,target_eval_loss,standup_loss0p002168,False,0,2307,2307,18456,single_stage,693.900279045105,832.692732334137,138.79245328903198,35.77220859527588,0.9808962285518646,0.02785731740295887,0.002722743060439825,0.005998948737978931,0.002722743060439825,47488,0.00047060963697731495,3.948906898498535
4DGS native-4D (fudan-zvg),4DGS-fudan,standup,target_eval_loss,standup_loss0p002168,False,0,2431,2431,19448,single_stage,723.9363312721252,866.6934669017792,142.75713562965393,36.40018253326416,0.9820751488208771,0.02652167184278369,0.0025728032866027205,0.005643212865106757,0.0025728032866027205,50009,0.0006294865743257105,4.012560129165649
4DGS native-4D (fudan-zvg),4DGS-fudan,standup,target_eval_loss,standup_loss0p002168,False,0,2555,2555,20440,single_stage,754.084210395813,901.1184825897217,147.0342721939087,36.50487442016602,0.9826023429632187,0.025675242766737938,0.002516460628248751,0.005492699909955264,0.002516460628248751,52495,0.000579040264710784,3.9446229934692383
4DGS native-4D (fudan-zvg),4DGS-fudan,standup,target_eval_loss,standup_loss0p002168,False,0,2678,2678,21424,single_stage,784.1006603240967,935.3152194023132,151.21455907821655,36.42608470916748,0.9825681358575821,0.025372933596372604,0.0025256302556954323,0.005506877033039932,0.0025256302556954323,54975,0.0004897445905953646,3.9582905769348145
4DGS native-4D (fudan-zvg),4DGS-fudan,standup,target_eval_loss,standup_loss0p002168,False,0,2800,2800,22400,single_stage,814.1861028671265,969.3917529582977,155.20565009117126,36.77713422775268,0.9831733942031861,0.02458337666466832,0.0024503299617208542,0.005325585128739472,0.0024503299617208542,57459,0.0004419031902216375,4.004263401031494
4DGS native-4D (fudan-zvg),4DGS-fudan,standup,target_eval_loss,standup_loss0p002168,False,0,2921,2921,23368,single_stage,844.2665631771088,1003.7193601131439,159.45279693603516,36.67791118621826,0.9831609219312668,0.02420404558070004,0.0024545595631934704,0.005331463264301416,0.0024545595631934704,62298,0.0004023135988973081,3.956623077392578
4DGS native-4D (fudan-zvg),4DGS-fudan,standup,target_eval_loss,standup_loss0p002168,False,0,3039,3039,24312,single_stage,874.3350200653076,1037.761430978775,163.4264109134674,36.028883171081546,0.982482087612152,0.025161872478201987,0.002667382633080706,0.005637488584034154,0.002667382633080706,64697,0.00046416561235673726,3.9635682106018066
4DGS native-4D (fudan-zvg),4DGS-fudan,standup,target_eval_loss,standup_loss0p002168,False,0,3155,3155,25240,single_stage,904.4235699176788,1071.832508802414,167.4089388847351,36.82930192947388,0.9838782668113708,0.023443186469376088,0.002392527833580971,0.005138368904590616,0.002392527833580971,64737,0.0003395466774236411,3.984896421432495
4DGS native-4D (fudan-zvg),4DGS-fudan,standup,target_eval_loss,standup_loss0p002168,False,0,3274,3274,26192,single_stage,934.4751727581024,1106.1327846050262,171.65761184692383,36.99131002426147,0.9842053949832916,0.02298279949463904,0.0023452084220480173,0.005035087740980089,0.0023452084220480173,67101,0.0003939596936106682,3.9403324127197266
4DGS native-4D (fudan-zvg),4DGS-fudan,standup,target_eval_loss,standup_loss0p002168,False,0,3394,3394,27152,single_stage,964.495100736618,1140.3608865737915,175.86578583717346,37.08637657165527,0.9843662351369857,0.02258168361149728,0.0023197245376650245,0.004982532602734873,0.0023197245376650245,69437,0.0005641269963234663,3.9853286743164062
4DGS native-4D (fudan-zvg),4DGS-fudan,standup,target_eval_loss,standup_loss0p002168,False,0,3514,3514,28112,single_stage,994.6957275867462,1174.974030971527,180.27830338478088,36.93712663650513,0.9841813325881958,0.02255205702967942,0.002340474718948826,0.005036113257519893,0.002340474718948826,74075,0.00039422520785592496,3.948345422744751
4DGS native-4D (fudan-zvg),4DGS-fudan,standup,target_eval_loss,standup_loss0p002168,False,0,3634,3634,29072,single_stage,1024.835569858551,1209.0769395828247,184.24136972427368,37.14987487792969,0.9846270352602005,0.021868474222719668,0.0022912873362656684,0.004907622816972444,0.0022912873362656684,76379,0.00037994864396750927,3.9512088298797607
4DGS native-4D (fudan-zvg),4DGS-fudan,standup,target_eval_loss,standup_loss0p002168,False,0,3753,3753,30024,single_stage,1054.8482022285461,1243.3807570934296,188.53255486488342,37.39895925521851,0.9849057674407959,0.02148947846144438,0.0022550647263415158,0.004822898292914024,0.0022550647263415158,78673,0.0003365543088875711,4.017428636550903
4DGS native-4D (fudan-zvg),4DGS-fudan,standup,target_eval_loss,standup_loss0p002168,False,0,3872,3872,30976,single_stage,1084.9235906600952,1277.8243117332458,192.90072107315063,37.35177803039551,0.984908151626587,0.02121889335103333,0.002250919223297387,0.004819105053320518,0.002250919223297387,80930,0.00044034922029823065,3.9467034339904785
4DGS native-4D (fudan-zvg),4DGS-fudan,standup,target_eval_loss,standup_loss0p002168,False,0,3992,3992,31936,single_stage,1115.0418148040771,1311.9429700374603,196.90115523338318,37.58387680053711,0.9852615773677826,0.020867991726845503,0.00220731160370633,0.004713533809408537,0.00220731160370633,83101,0.0003696198982652277,3.960989475250244
4DGS native-4D (fudan-zvg),4DGS-fudan,standup,target_eval_loss,standup_loss0p002168,False,0,4106,4106,32848,single_stage,1145.1269874572754,1346.5623934268951,201.43540596961975,37.097167587280275,0.9848035216331482,0.02094045258127153,0.0022709025419317187,0.0048560177069157315,0.0022709025419317187,87397,0.0003427951014600694,3.9837095737457275
4DGS native-4D (fudan-zvg),4DGS-fudan,standup,target_eval_loss,standup_loss0p002168,False,0,4223,4223,33784,single_stage,1175.16202044487,1380.5958774089813,205.43385696411133,37.40683517456055,0.9852048128843307,0.02036296441219747,0.00221820660517551,0.004733602707274267,0.00221820660517551,89506,0.00031463432242162526,3.953542947769165
